player_score,opponent_score,best_n,best_rating
3,63,22,0.9784245083419164
3,64,23,0.9730380619664614
3,65,23,0.9697034964748161
3,66,23,0.9652905856024498
3,67,23,0.9595462834144937
3,68,23,0.9521895743362583
3,69,23,0.9429177922909247
3,70,23,0.9314159593563325
3,71,24,0.9187534704127202
3,72,24,0.910031076524379
3,73,24,0.899228890431219
3,74,24,0.8860500750421029
3,75,24,0.8702084718177832
3,76,24,0.8514437091467533
3,77,24,0.8295375864230687
3,78,25,0.806307654950178
3,79,25,0.7886909354859121
3,80,25,0.7681092154396477
3,81,25,0.7443949957421775
3,82,25,0.717445551847466
3,83,25,0.6872360734732123
3,84,25,0.6538301640687436
3,85,26,0.6193778510389212
3,86,26,0.5908271414726591
3,87,26,0.5591692818534412
3,88,26,0.5245213842125044
3,89,26,0.4870907120241099
3,90,26,0.4471739977301388
3,91,26,0.4051520890252359
3,92,27,0.36272154985386357
3,93,27,0.32449701813826864
3,94,27,0.2840808718430174
3,95,27,0.24187502610562037
3,96,27,0.19834327668398719
3,97,27,0.15399638846182323
3,98,27,0.10937446204945198
3,99,28,0.0650615110821176
3,100,28,0.021816603696954165
4,0,0,1.0
4,1,0,1.0
4,2,0,1.0
4,3,0,1.0
4,4,1,1.0
4,5,2,1.0
4,6,3,1.0
4,7,4,1.0
4,8,5,1.0
4,9,6,1.0
4,10,7,1.0
4,11,8,1.0
4,12,9,1.0
4,13,10,1.0
4,14,11,1.0
4,15,12,1.0
4,16,13,1.0
4,17,14,1.0
4,18,15,1.0
4,19,16,1.0
4,20,16,0.9999999999998227
4,21,16,0.9999999999968098
4,22,16,0.99999999996987
4,23,16,0.9999999998011421
4,24,16,0.9999999989695545
4,25,17,0.9999999982337626
4,26,17,0.9999999974895519
4,27,17,0.9999999946849525
4,28,17,0.9999999852482411
4,29,17,0.9999999563666415
4,30,17,0.9999998748569967
4,31,17,0.9999996605243333
4,32,18,0.9999995783892399
4,33,18,0.9999994339980647
4,34,18,0.999999084060883
4,35,18,0.9999982785673629
4,36,18,0.9999965097941093
4,37,18,0.9999927908304411
4,38,19,0.9999855296022568
4,39,19,0.999983146601634
4,40,19,0.9999783531717925
4,41,19,0.9999690477062797
4,42,19,0.9999515779077863
4,43,19,0.9999198038248052
4,44,19,0.9998637277675497
4,45,20,0.99977659042178
4,46,20,0.999740660180229
4,47,20,0.9996787898022003
4,48,20,0.9995750214715706
4,49,20,0.9994053340499583
4,50,20,0.9991345418791339
4,51,20,0.9987124722741885
4,52,21,0.9981443804443819
4,53,21,0.9978658471270572
4,54,21,0.9974379329158123
4,55,21,0.9967944229492407
4,56,21,0.9958466021486438
4,57,21,0.9944785557580023
4,58,21,0.9925426229054755
4,59,22,0.9901763230163625
4,60,22,0.9888412649529174
4,61,22,0.9869675418763212
4,62,22,0.9843855282002313
4,63,22,0.9808907841472112
4,64,22,0.9762432890274917
4,65,22,0.9701689300664915
4,66,23,0.9632264384800979
4,67,23,0.9588135276077316
4,68,23,0.9530692254197755
4,69,23,0.9457125163415401
4,70,23,0.9364407342962064
4,71,23,0.9249389013616143
4,72,23,0.9108920751500509
4,73,24,0.8955901811175155
4,74,24,0.8847879950243556
4,75,24,0.8716091796352394
4,76,24,0.8557675764109197
4,77,24,0.8370028137398898
4,78,24,0.8150966910162053
4,79,24,0.7898898643319204
4,80,25,0.7633758012686905
4,81,25,0.7427940812224262
4,82,25,0.719079861524956
4,83,25,0.6921304176302444
4,84,25,0.6619209392559907
4,85,25,0.6285150298515221
4,86,25,0.5920715438711188
4,87,26,0.5547246707451793
4,88,26,0.5230668111259613
4,89,26,0.48841891348502453
4,90,26,0.45098824129663007
4,91,26,0.4110715270026589
4,92,26,0.36904961829775607
4,93,26,0.3253774804516095
4,94,27,0.281505369326959
4,95,27,0.24108922303170774
4,96,27,0.19888337729431071
4,97,27,0.15535162787267753
4,98,27,0.11100473965051358
4,99,27,0.06638281323814232
4,100,27,0.022035925015978345
5,0,0,1.0
5,1,0,1.0
5,2,0,1.0
5,3,0,1.0
5,4,0,1.0
5,5,1,1.0
5,6,2,1.0
5,7,3,1.0
5,8,4,1.0
5,9,5,1.0
5,10,6,1.0
5,11,7,1.0
5,12,8,1.0
5,13,9,1.0
5,14,10,1.0
5,15,11,1.0
5,16,12,1.0
5,17,13,1.0
5,18,14,1.0
5,19,15,1.0
5,20,16,0.9999999999996455
5,21,16,0.9999999999994682
5,22,16,0.9999999999964553
5,23,16,0.9999999999695155
5,24,16,0.9999999998007876
5,25,16,0.9999999989692
5,26,16,0.9999999955343817
5,27,17,0.9999999930825394
5,28,17,0.99999999027794
5,29,17,0.9999999808412285
5,30,17,0.999999951959629
5,31,17,0.9999998704499842
5,32,17,0.9999996561173208
5,33,17,0.999999126735488
5,34,18,0.9999989408997645
5,35,18,0.9999985909625828
5,36,18,0.9999977854690627
5,37,18,0.9999960166958091
5,38,18,0.9999922977321409
5,39,18,0.9999847872872025
5,40,19,0.9999709128118338
5,41,19,0.9999661193819923
5,42,19,0.9999568139164795
5,43,19,0.9999393441179861
5,44,19,0.999907570035005
5,45,19,0.9998514939777495
5,46,19,0.9997553313625281
5,47,20,0.9996111168871225
5,48,20,0.9995492465090937
5,49,20,0.9994454781784641
5,50,20,0.9992757907568518
5,51,20,0.9990049985860273
5,52,20,0.9985829289810819
5,53,20,0.9979399169831741
5,54,21,0.997095464783283
5,55,21,0.9966675505720382
5,56,21,0.9960240406054666
5,57,21,0.9950762198048697
5,58,21,0.9937081734142281
5,59,21,0.9917722405617013
5,60,21,0.9890851164026118
5,61,22,0.9858584569151624
5,62,22,0.9839847338385662
5,63,22,0.9814027201624763
5,64,22,0.9779079761094562
5,65,22,0.9732604809897367
5,66,22,0.9671861220287366
5,67,22,0.959380991680964
5,68,23,0.9505771674459792
5,69,23,0.944832865258023
5,70,23,0.9374761561797876
5,71,23,0.928204374134454
5,72,23,0.9167025411998618
5,73,23,0.9026557149882984
5,74,23,0.8857640508870196
5,75,24,0.8675456839825796
5,76,24,0.8543668685934634
5,77,24,0.8385252653691437
5,78,24,0.8197605026981138
5,79,24,0.7978543799744293
5,80,24,0.7726475532901445
5,81,24,0.7440553637049929
5,82,25,0.7142103276502246
5,83,25,0.6904961079527544
5,84,25,0.6635466640580429
5,85,25,0.6333371856837892
5,86,25,0.5999312762793205
5,87,25,0.5634877902989173
5,88,25,0.5242631699349162
5,89,26,0.4843079374766522
5,90,26,0.4496600398357154
5,91,26,0.41222936764732093
5,92,26,0.3723126533533498
5,93,26,0.33029074464844693
5,94,26,0.28661860680230045
5,95,26,0.24181105970514444
5,96,27,0.19701737299975106
5,97,27,0.15481152726235403
5,98,27,0.11127977784072085
5,99,27,0.06693288961855688
5,100,27,0.022310963206185627
6,0,0,1.0
6,1,0,1.0
6,2,0,1.0
6,3,0,1.0
6,4,0,1.0
6,5,0,1.0
6,6,1,1.0
6,7,2,1.0
6,8,3,1.0
6,9,4,1.0
6,10,5,1.0
6,11,6,1.0
6,12,7,1.0
6,13,8,1.0
6,14,9,1.0
6,15,10,1.0
6,16,11,1.0
6,17,12,1.0
6,18,13,1.0
6,19,14,1.0
6,20,15,1.0
6,21,15,0.9999999999989365
6,22,16,0.9999999999937966
6,23,16,0.9999999999907837
6,24,16,0.9999999999638439
6,25,16,0.999999999795116
6,26,16,0.9999999989635284
6,27,16,0.9999999955287101
6,28,16,0.9999999831661999
6,29,17,0.9999999758115297
6,30,17,0.9999999663748182
6,31,17,0.9999999374932187
6,32,17,0.9999998559835739
6,33,17,0.9999996416509105
6,34,17,0.9999991122690777
6,35,17,0.99999787618844
6,36,18,0.9999974730738428
6,37,18,0.9999966675803227
6,38,18,0.999994898807069
6,39,18,0.9999911798434009
6,40,18,0.9999836693984625
6,41,18,0.9999690624319753
6,42,19,0.9999434135748057
6,43,19,0.9999341081092928
6,44,19,0.9999166383107995
6,45,19,0.9998848642278183
6,46,19,0.9998287881705629
6,47,19,0.9997326255553415
6,48,19,0.9995721913066326
6,49,20,0.9993394149589756
6,50,20,0.999235646628346
6,51,20,0.9990659592067337
6,52,20,0.9987951670359092
6,53,20,0.9983730974309638
6,54,20,0.997730085433056
6,55,20,0.9967719296915061
6,56,21,0.9955422913146189
6,57,21,0.9948987813480473
6,58,21,0.9939509605474505
6,59,21,0.9925829141568089
6,60,21,0.9906469813042821
6,61,21,0.9879598571451925
6,62,21,0.9842999528550419
6,63,22,0.9799780537702808
6,64,22,0.9773960400941909
6,65,22,0.9739012960411708
6,66,22,0.9692538009214513
6,67,22,0.9631794419604511
6,68,22,0.9553743116126786
6,69,22,0.9455122406425445
6,70,23,0.9345256613291081
6,71,23,0.9271689522508727
6,72,23,0.9178971702055391
6,73,23,0.9063953372709469
6,74,23,0.8923485110593835
6,75,23,0.8754568469581047
6,76,23,0.8554527689944113
6,77,24,0.8340796542931795
6,78,24,0.8182380510688598
6,79,24,0.7994732883978299
6,80,24,0.7775671656741454
6,81,24,0.7523603389898605
6,82,24,0.723768149404709
6,83,24,0.6917943361083593
6,84,25,0.6586609047764485
6,85,25,0.6317114608817369
6,86,25,0.6015019825074832
6,87,25,0.5680960731030146
6,88,25,0.5316525871226113
6,89,25,0.4924279667586103
6,90,25,0.4507735189308278
6,91,26,0.40858548489708213
6,92,26,0.37115481270868766
6,93,26,0.3312380984147165
6,94,26,0.28921618970981366
6,95,26,0.24554405186366718
6,96,26,0.20073650476651117
6,97,26,0.15535041047269993
6,98,27,0.11018960084998276
6,99,27,0.0666578514283496
6,100,27,0.022310963206185627
7,0,0,1.0
7,1,0,1.0
7,2,0,1.0
7,3,0,1.0
7,4,0,1.0
7,5,0,1.0
7,6,0,1.0
7,7,1,1.0
7,8,2,1.0
7,9,3,1.0
7,10,4,1.0
7,11,5,1.0
7,12,6,1.0
7,13,7,1.0
7,14,8,1.0
7,15,9,1.0
7,16,10,1.0
7,17,11,1.0
7,18,12,1.0
7,19,13,1.0
7,20,14,1.0
7,21,15,1.0
7,22,15,0.9999999999989365
7,23,15,0.9999999999819219
7,24,16,0.9999999999425757
7,25,16,0.9999999999156359
7,26,16,0.999999999746908
7,27,16,0.9999999989153204
7,28,16,0.9999999954805021
7,29,16,0.9999999831179919
7,30,16,0.9999999433223073
7,31,17,0.9999999230780294
7,32,17,0.9999998941964299
7,33,17,0.9999998126867851
7,34,17,0.9999995983541217
7,35,17,0.9999990689722889
7,36,17,0.9999978328916512
7,37,17,0.9999950901169086
7,38,18,0.9999942479225554
7,39,18,0.9999924791493018
7,40,18,0.9999887601856337
7,41,18,0.9999812497406952
7,42,18,0.999966642774208
7,43,18,0.9999392206229993
7,44,19,0.9998932657505171
7,45,19,0.9998757959520237
7,46,19,0.9998440218690425
7,47,19,0.9997879458117871
7,48,19,0.9996917831965657
7,49,19,0.9995313489478568
7,50,19,0.9992706557667397
7,51,20,0.9989038938368151
7,52,20,0.9987342064152028
7,53,20,0.9984634142443783
7,54,20,0.998041344639433
7,55,20,0.9973983326415251
7,56,20,0.9964401768999752
7,57,20,0.9950428340373852
7,58,21,0.9932879478241832
7,59,21,0.9923401270235863
7,60,21,0.9909720806329447
7,61,21,0.9890361477804179
7,62,21,0.9863490236213284
7,63,21,0.9826891193311778
7,64,21,0.9777958657676442
7,65,22,0.9721077299230375
7,66,22,0.9686129858700174
7,67,22,0.9639654907502979
7,68,22,0.9578911317892977
7,69,22,0.9500860014415252
7,70,22,0.9402239304713911
7,71,22,0.9279674754536257
7,72,23,0.9144724903106032
7,73,23,0.9052007082652695
7,74,23,0.8936988753306774
7,75,23,0.879652049119114
7,76,23,0.8627603850178351
7,77,23,0.8427563070541417
7,78,23,0.8194228709646851
7,79,24,0.7947130199217747
7,80,24,0.7759482572507448
7,81,24,0.7540421345270603
7,82,24,0.7288353078427754
7,83,24,0.7002431182576239
7,84,24,0.6682693049612741
7,85,24,0.6330163565535054
7,86,25,0.5967348452491057
7,87,25,0.566525366874852
7,88,25,0.5331194574703834
7,89,25,0.4966759714899801
7,90,25,0.4574513511259791
7,91,25,0.41579690329819663
7,92,25,0.3721508121187389
7,93,26,0.32818555023751533
7,94,26,0.2882688359435442
7,95,26,0.24624692723864136
7,96,26,0.20257478939249488
7,97,26,0.15776724229533887
7,98,26,0.1123811480015276
7,99,26,0.06699505370771633
7,100,26,0.022187506610560324
8,0,0,1.0
8,1,0,1.0
8,2,0,1.0
8,3,0,1.0
8,4,0,1.0
8,5,0,1.0
8,6,0,1.0
8,7,0,1.0
8,8,1,1.0
8,9,2,1.0
8,10,3,1.0
8,11,4,1.0
8,12,5,1.0
8,13,6,1.0
8,14,7,1.0
8,15,8,1.0
8,16,9,1.0
8,17,10,1.0
8,18,11,1.0
8,19,12,1.0
8,20,13,1.0
8,21,14,1.0
8,22,15,1.0
8,23,15,0.9999999999989365
8,24,15,0.9999999999819219
8,25,15,0.9999999998383614
8,26,16,0.9999999996263881
8,27,16,0.9999999994576602
8,28,16,0.9999999986260726
8,29,16,0.9999999951912543
8,30,16,0.999999982828744
8,31,16,0.9999999430330595
8,32,16,0.9999998263367907
8,33,17,0.999999774473929
8,34,17,0.9999996929642841
8,35,17,0.9999994786316208
8,36,17,0.9999989492497879
8,37,17,0.9999977131691503
8,38,17,0.9999949703944077
8,39,18,0.9999892296529862
8,40,18,0.9999874608797326
8,41,18,0.9999837419160644
8,42,18,0.999976231471126
8,43,18,0.9999616245046388
8,44,18,0.9999342023534301
8,45,18,0.9998844108620257
8,46,19,0.9998044861962885
8,47,19,0.9997727121133073
8,48,19,0.9997166360560519
8,49,19,0.9996204734408305
8,50,19,0.9994600391921216
8,51,19,0.9991993460110045
8,52,19,0.9987863616666144
8,53,20,0.998221819996843
8,54,20,0.9979510278260185
8,55,20,0.9975289582210731
8,56,20,0.9968859462231653
8,57,20,0.9959277904816154
8,58,20,0.9945304476190254
8,59,20,0.9925348951932629
8,60,21,0.9900790948423971
8,61,21,0.9887110484517555
8,62,21,0.9867751155992287
8,63,21,0.9840879914401391
8,64,21,0.9804280871499885
8,65,21,0.975534833586455
8,66,21,0.9691106305242762
8,67,22,0.9617525781191703
8,68,22,0.9571050829994507
8,69,22,0.9510307240384506
8,70,22,0.943225593690678
8,71,22,0.9333635227205439
8,72,22,0.9211070677027785
8,73,22,0.9061218858471681
8,74,23,0.8898035177824124
8,75,23,0.8783016848478202
8,76,23,0.8642548586362568
8,77,23,0.847363194534978
8,78,23,0.8273591165712846
8,79,23,0.804025680481828
8,80,23,0.7772149417562331
8,81,24,0.74905963502926
8,82,24,0.7271535123055755
8,83,24,0.7019466856212906
8,84,24,0.6733544960361391
8,85,24,0.6413806827397893
8,86,24,0.6061277343320206
8,87,24,0.5678027647837376
8,88,25,0.5286150105466765
8,89,25,0.49520910114220784
8,90,25,0.4587656151618046
8,91,25,0.4195409947978036
8,92,25,0.3778865469700211
8,93,25,0.3342404557905634
8,94,25,0.28911472478284933
8,95,26,0.24389382272242352
8,96,26,0.20187191401752072
8,97,26,0.15819977617137423
8,98,26,0.11339222907421823
8,99,26,0.06800613478040696
8,100,26,0.02262004048659569
9,0,0,1.0
9,1,0,1.0
9,2,0,1.0
9,3,0,1.0
9,4,0,1.0
9,5,0,1.0
9,6,0,1.0
9,7,0,1.0
9,8,0,1.0
9,9,1,1.0
9,10,2,1.0
9,11,3,1.0
9,12,4,1.0
9,13,5,1.0
9,14,6,1.0
9,15,7,1.0
9,16,8,1.0
9,17,9,1.0
9,18,10,1.0
9,19,11,1.0
9,20,12,1.0
9,21,13,1.0
9,22,14,1.0
9,23,15,1.0
9,24,15,0.9999999999989365
9,25,15,0.9999999999819219
9,26,15,0.9999999998383614
9,27,15,0.9999999989876324
9,28,16,0.9999999980837329
9,29,16,0.9999999972521453
9,30,16,0.999999993817327
9,31,16,0.9999999814548167
9,32,16,0.9999999416591322
9,33,16,0.9999998249628634
9,34,16,0.9999995090258637
9,35,17,0.9999993840214584
9,36,17,0.999999169688795
9,37,17,0.9999986403069622
9,38,17,0.9999974042263245
9,39,17,0.9999946614515819
9,40,17,0.9999888528915811
9,41,18,0.9999774582594251
9,42,18,0.999973739295757
9,43,18,0.9999662288508185
9,44,18,0.9999516218843313
9,45,18,0.9999241997331226
9,46,18,0.9998744082417182
9,47,18,0.9997868137615379
9,48,19,0.9996516966385999
9,49,19,0.9995956205813444
9,50,19,0.999499457966123
9,51,19,0.9993390237174141
9,52,19,0.999078330536297
9,53,19,0.9986653461919069
9,54,19,0.9980269436136527
9,55,20,0.9971773902485627
9,56,20,0.9967553206436173
9,57,20,0.9961123086457094
9,58,20,0.9951541529041595
9,59,20,0.9937568100415696
9,60,20,0.991761257615807
9,61,20,0.9889691119047122
9,62,21,0.9855978323147658
9,63,21,0.983661899462239
9,64,21,0.9809747753031495
9,65,21,0.9773148710129989
9,66,21,0.9724216174494653
9,67,21,0.9659974143872865
9,68,21,0.9577128615964494
9,69,22,0.9483552300547531
9,70,22,0.9422808710937529
9,71,22,0.9344757407459804
9,72,22,0.9246136697758462
9,73,22,0.9123572147580808
9,74,22,0.8973720329024705
9,75,22,0.8793442324471998
9,76,23,0.8599155471281194
9,77,23,0.845868720916556
9,78,23,0.8289770568152771
9,79,23,0.8089729788515837
9,80,23,0.7856395427621271
9,81,23,0.7588288040365322
9,82,23,0.7284788107860124
9,83,24,0.6968577553567573
9,84,24,0.6716509286724724
9,85,24,0.6430587390873209
9,86,24,0.6110849257909712
9,87,24,0.5758319773832025
9,88,24,0.5375070078349194
9,89,24,0.4964222989299461
9,90,25,0.45467021674238134
9,91,25,0.418226730761978
